 1,13
 2,12
 3,13
 4,11
 5,13
 6,12
 7,13
 8,14
 9,10
 10,13
 11,12
 12,13
 13,14
 14,11
 15,13
 16,12
 17,13
 18,14
 19,9
 20,13
 21,12
 22,13
 23,14
 24,11
 25,13
 26,12
 27,13
 28,14
 29,10
 30,13
 31,12
 32,13
 33,14
 34,11
 35,13
 36,12
 37,13
 38,14
 39,8
 40,13
 41,12
 42,13
 43,11
 44,13
 45,12
 46,13
 47,14
 48,10
 49,13
 50,12
 51,13
 52,14
 53,11
 54,13
 55,12
 56,13
 57,14
 58,9
 59,13
 60,12
 61,13
 62,14
 63,11
 64,13
 65,12
 66,13
 67,14
 68,10
 69,13
 70,12
 71,13
 72,14
 73,11
 74,13
 75,12
 76,13
 77,14
 78,7
 79,13
 80,12
 81,13
 82,11
 83,13
 84,12
 85,13
 86,14
 87,10
 88,13
 89,12
 90,13
 91,14
 92,11
 93,13
 94,12
 95,13
 96,14
 97,9
 98,13
 99,12
 100,13
 101,14
 102,11
 103,13
 104,12
 105,13
 106,14
 107,10
 108,13
 109,12
 110,13
 111,14
 112,11
 113,13
 114,12
 115,13
 116,14
 117,8
 118,13
 119,12
 120,13
 121,11
 122,13
 123,12
 124,13
 125,14
 126,10
 127,13
 128,12
 129,13
 130,14
 131,11
 132,13
 133,12
 134,13
 135,14
 136,9
 137,13
 138,12
 139,13
 140,14
 141,11
 142,13
 143,12
 144,13
 145,14
 146,10
 147,13
 148,12
 149,13
 150,14
 151,11
 152,13
 153,12
 154,13
 155,14
 156,6
 157,13
 158,12
 159,13
 160,11
 161,13
 162,12
 163,13
 164,14
 165,10
 166,13
 167,12
 168,13
 169,14
 170,11
 171,13
 172,12
 173,13
 174,14
 175,9
 176,13
 177,12
 178,13
 179,14
 180,11
 181,13
 182,12
 183,13
 184,14
 185,10
 186,13
 187,12
 188,13
 189,14
 190,11
 191,13
 192,12
 193,13
 194,14
 195,8
 196,13
 197,12
 198,13
 199,11
 200,13
 201,12
 202,13
 203,14
 204,10
 205,13
 206,12
 207,13
 208,14
 209,11
 210,13
 211,12
 212,13
 213,14
 214,9
 215,13
 216,12
 217,13
 218,14
 219,11
 220,13
 221,12
 222,13
 223,14
 224,10
 225,13
 226,12
 227,13
 228,14
 229,11
 230,13
 231,12
 232,13
 233,14
 234,7
 235,13
 236,12
 237,13
 238,11
 239,13
 240,12
 241,13
 242,14
 243,10
 244,13
 245,12
 246,13
 247,14
 248,11
 249,13
 250,12
 251,13
 252,14
 253,9
 254,13
 255,12
 256,13
 257,14
 258,11
 259,13
 260,12
 261,13
 262,14
 263,10
 264,13
 265,12
 266,13
 267,14
 268,11
 269,13
 270,12
 271,13
 272,14
 273,8
 274,13
 275,12
 276,13
 277,11
 278,13
 279,12
 280,13
 281,14
 282,10
 283,13
 284,12
 285,13
 286,14
 287,11
 288,13
 289,12
 290,13
 291,14
 292,9
 293,13
 294,12
 295,13
 296,14
 297,11
 298,13
 299,12
 300,13
 301,14
 302,10
 303,13
 304,12
 305,13
 306,14
 307,11
 308,13
 309,12
 310,13
 311,14
 312,5
 313,13
 314,12
 315,13
 316,11
 317,13
 318,12
 319,13
 320,14
 321,10
 322,13
 323,12
 324,13
 325,14
 326,11
 327,13
 328,12
 329,13
 330,14
 331,9
 332,13
 333,12
 334,13
 335,14
 336,11
 337,13
 338,12
 339,13
 340,14
 341,10
 342,13
 343,12
 344,13
 345,14
 346,11
 347,13
 348,12
 349,13
 350,14
 351,8
 352,13
 353,12
 354,13
 355,11
 356,13
 357,12
 358,13
 359,14
 360,10
 361,13
 362,12
 363,13
 364,14
 365,11
 366,13
 367,12
 368,13
 369,14
 370,9
 371,13
 372,12
 373,13
 374,14
 375,11
 376,13
 377,12
 378,13
 379,14
 380,10
 381,13
 382,12
 383,13
 384,14
 385,11
 386,13
 387,12
 388,13
 389,14
 390,7
 391,13
 392,12
 393,13
 394,11
 395,13
 396,12
 397,13
 398,14
 399,10
 400,13
 401,12
 402,13
 403,14
 404,11
 405,13
 406,12
 407,13
 408,14
 409,9
 410,13
 411,12
 412,13
 413,14
 414,11
 415,13
 416,12
 417,13
 418,14
 419,10
 420,13
 421,12
 422,13
 423,14
 424,11
 425,13
 426,12
 427,13
 428,14
 429,8
 430,13
 431,12
 432,13
 433,11
 434,13
 435,12
 436,13
 437,14
 438,10
 439,13
 440,12
 441,13
 442,14
 443,11
 444,13
 445,12
 446,13
 447,14
 448,9
 449,13
 450,12
 451,13
 452,14
 453,11
 454,13
 455,12
 456,13
 457,14
 458,10
 459,13
 460,12
 461,13
 462,14
 463,11
 464,13
 465,12
 466,13
 467,14
 468,6
 469,13
 470,12
 471,13
 472,11
 473,13
 474,12
 475,13
 476,14
 477,10
 478,13
 479,12
 480,13
 481,14
 482,11
 483,13
 484,12
 485,13
 486,14
 487,9
 488,13
 489,12
 490,13
 491,14
 492,11
 493,13
 494,12
 495,13
 496,14
 497,10
 498,13
 499,12
 500,13
 501,14
 502,11
 503,13
 504,12
 505,13
 506,14
 507,8
 508,13
 509,12
 510,13
 511,11
 512,13
 513,12
 514,13
 515,14
 516,10
 517,13
 518,12
 519,13
 520,14
 521,11
 522,13
 523,12
 524,13
 525,14
 526,9
 527,13
 528,12
 529,13
 530,14
 531,11
 532,13
 533,12
 534,13
 535,14
 536,10
 537,13
 538,12
 539,13
 540,14
 541,11
 542,13
 543,12
 544,13
 545,14
 546,7
 547,13
 548,12
 549,13
 550,11
 551,13
 552,12
 553,13
 554,14
 555,10
 556,13
 557,12
 558,13
 559,14
 560,11
 561,13
 562,12
 563,13
 564,14
 565,9
 566,13
 567,12
 568,13
 569,14
 570,11
 571,13
 572,12
 573,13
 574,14
 575,10
 576,13
 577,12
 578,13
 579,14
 580,11
 581,13
 582,12
 583,13
 584,14
 585,8
 586,13
 587,12
 588,13
 589,14
 590,11
 591,13
 592,12
 593,13
 594,14
 595,10
 596,13
 597,12
 598,13
 599,14
 600,11
 601,13
 602,12
 603,13
 604,14
 605,9
 606,13
 607,12
 608,13
 609,14
 610,11
 611,13
 612,12
 613,13
 614,14
 615,10
 616,13
 617,12
 618,13
 619,14
 620,11
 621,13
 622,12
 623,13
 624,14
 625,4
 626,13
 627,12
 628,13
 629,11
 630,13
 631,12
 632,13
 633,14
 634,10
 635,13
 636,12
 637,13
 638,14
 639,11
 640,13
 641,12
 642,13
 643,14
 644,9
 645,13
 646,12
 647,13
 648,14
 649,11
 650,13
 651,12
 652,13
 653,14
 654,10
 655,13
 656,12
 657,13
 658,14
 659,11
 660,13
 661,12
 662,13
 663,14
 664,8
 665,13
 666,12
 667,13
 668,11
 669,13
 670,12
 671,13
 672,14
 673,10
 674,13
 675,12
 676,13
 677,14
 678,11
 679,13
 680,12
 681,13
 682,14
 683,9
 684,13
 685,12
 686,13
 687,14
 688,11
 689,13
 690,12
 691,13
 692,14
 693,10
 694,13
 695,12
 696,13
 697,14
 698,11
 699,13
 700,12
 701,13
 702,14
 703,7
 704,13
 705,12
 706,13
 707,11
 708,13
 709,12
 710,13
 711,14
 712,10
 713,13
 714,12
 715,13
 716,14
 717,11
 718,13
 719,12
 720,13
 721,14
 722,9
